x,p
35.5959,10682
35.6255,10682
35.655,10682
35.6845,10682
35.714,10682
35.7436,10682
35.7731,10682
35.8026,10682
35.8321,10682
35.8617,10682
35.8912,10682
35.9207,10682
35.9502,10682
35.9797,10682
36.0093,10682
36.0388,10682
36.0683,10682
36.0978,10682
36.1274,10682
36.1569,10682
36.1864,10682
36.2159,10682
36.2455,10682
36.275,10682
36.3045,10682
36.334,10682
36.3635,10682
36.3931,10682
36.4226,10682
36.4521,10682
36.4816,10682
36.5112,10682
36.5407,10682
36.5702,10682
36.5997,10682
36.6293,10682
36.6588,10682
36.6883,10682
36.7178,10682
36.7473,10682
36.7769,10682
36.8064,10682
36.8359,10682
36.8654,10682
36.895,10682
36.9245,10682
36.954,10682
36.9835,10682
37.0131,10682
37.0426,10682
37.0721,10682
37.1016,10682
37.1311,10682
37.1607,10682
37.1902,10682
37.2197,10682
37.2492,10682
37.2788,10682
37.3083,10682
37.3378,10682
37.3673,10682
37.3968,10682
37.4264,10682
37.4559,10682
37.4854,10682
37.5149,10682
37.5445,10682
37.574,10682
37.6035,10682
37.633,10682
37.6626,10682
37.6921,10682
37.7216,10682
37.7511,10682
37.7806,10682
37.8102,10682
37.8397,10682
37.8692,10682
37.8987,10682
37.9283,10682
37.9578,10682
37.9873,10682
38.0168,10682
38.0464,10682
38.0759,10682
38.1054,10682
38.1349,10682
38.1644,10682
38.194,10682
38.2235,10682
38.253,10682
38.2825,10682
38.3121,10682
38.3416,10682
38.3711,10682
38.4006,10682
38.4302,10682
38.4597,10682
38.4892,10682
38.5187,10682
38.5482,10682
38.5778,10682
38.6073,10682
38.6368,10682
38.6663,10682
38.6959,10682
38.7254,10682
38.7549,10682
38.7844,10682
38.814,10682
38.8435,10682
38.873,10682
38.9025,10682
38.932,10682
38.9616,10682
38.9911,10682
39.0206,10682
39.0501,10682
39.0797,10682
39.1092,10682
39.1387,10682
39.1682,10682
39.1977,10682
39.2273,10682
39.2568,10682
39.2863,10682
39.3158,10682
39.3454,10682
39.3749,10682
39.4044,10682
39.4339,10682
39.4635,10682
39.493,10682
39.5225,10682
39.552,10682
39.5815,10682
39.6111,10682
39.6406,10682
39.6701,10682
39.6996,10682
39.7292,10682
39.7587,10682
39.7882,10682
39.8177,10682
39.8473,10682
39.8768,10682
39.9063,10681.9
39.9358,10681.9
39.9653,10681.9
39.9949,10681.9
40.0244,10681.9
40.0539,10681.9
40.0834,10681.8
40.113,10681.8
40.1425,10681.8
40.172,10681.8
40.2015,10681.8
40.2311,10681.8
40.2606,10681.8
40.2901,10681.9
40.3196,10681.9
40.3491,10681.9
40.3787,10682
40.4082,10682
40.4377,10682.1
40.4672,10682.2
40.4968,10682.3
40.5263,10682.5
40.5558,10682.9
40.5853,10683.3
40.6149,10683.7
40.6444,10684
40.6739,10684.5
40.7034,10685
40.7329,10685.6
40.7625,10686.1
40.792,10686.7
40.8215,10687.3
40.851,10687.9
40.8806,10688.4
40.9101,10689
40.9396,10689.6
40.9691,10690.2
40.9986,10690.9
41.0282,10691.5
41.0577,10692.2
41.0872,10692.8
41.1167,10693.4
41.1463,10693.9
41.1758,10694.3
41.2053,10694.7
41.2348,10695.1
41.2644,10695.5
41.2939,10695.7
41.3234,10695.8
41.3529,10695.9
41.3824,10696
41.412,10696.1
41.4415,10696.1
41.471,10696
41.5005,10696
41.5301,10695.9
41.5596,10695.8
41.5891,10695.7
41.6186,10695.6
41.6482,10695.4
41.6777,10695.3
41.7072,10695.2
41.7367,10695.1
41.7662,10694.9
41.7958,10694.8
41.8253,10694.7
41.8548,10694.6
41.8843,10694.6
41.9139,10694.5
41.9434,10694.5
41.9729,10694.5
42.0024,10694.5
42.032,10694.5
42.0615,10694.5
42.091,10694.6
42.1205,10694.6
42.15,10694.7
42.1796,10694.7
42.2091,10694.8
42.2386,10694.9
42.2681,10694.9
42.2977,10695
42.3272,10695.1
42.3567,10695.1
42.3862,10695.2
42.4158,10695.2
42.4453,10695.3
42.4748,10695.3
42.5043,10695.4
42.5338,10695.4
42.5634,10695.4
42.5929,10695.5
42.6224,10695.5
42.6519,10695.5
42.6815,10695.6
42.711,10695.6
42.7405,10695.7
42.77,10695.7
42.7995,10695.8
42.8291,10695.8
42.8586,10695.9
42.8881,10696
42.9176,10696.1
42.9472,10696.2
42.9767,10696.4
43.0062,10696.5
43.0357,10696.7
43.0653,10696.9
43.0948,10697
43.1243,10697.2
43.1538,10697.3
43.1833,10697.5
43.2129,10697.7
43.2424,10697.9
43.2719,10698
43.3014,10698.2
43.331,10698.4
43.3605,10698.6
43.39,10698.8
43.4195,10699
43.4491,10699.2
43.4786,10699.4
43.5081,10699.6
43.5376,10699.8
43.5671,10700
43.5967,10700.2
43.6262,10700.4
43.6557,10700.6
43.6852,10700.8
43.7148,10701
43.7443,10701.2
43.7738,10701.4
43.8033,10701.5
43.8329,10701.7
43.8624,10701.9
43.8919,10702
43.9214,10702.2
43.9509,10702.4
43.9805,10702.5
44.01,10702.7
44.0395,10702.8
44.069,10702.9
44.0986,10703
44.1281,10703.1
44.1576,10703.1
44.1871,10703.1
44.2167,10703.1
44.2462,10703
44.2757,10703
44.3052,10702.9
44.3347,10702.8
44.3643,10702.7
44.3938,10702.6
44.4233,10702.5
44.4528,10702.3
44.4824,10702.2
44.5119,10702.1
44.5414,10702
44.5709,10701.9
44.6005,10701.8
44.63,10701.7
44.6595,10701.7
44.689,10701.6
44.7185,10701.6
44.7481,10701.6
44.7776,10701.5
44.8071,10701.7
44.8366,10701.8
44.8662,10701.9
44.8957,10702
44.9252,10702.2
44.9547,10702.5
44.9842,10702.8
45.0138,10703.1
45.0433,10703.5
45.0728,10703.8
45.1023,10704.2
45.1319,10704.7
45.1614,10705.2
45.1909,10705.7
45.2204,10706.2
45.25,10706.6
45.2795,10707
45.309,10707.5
45.3385,10707.9
45.368,10708.3
45.3976,10708.7
45.4271,10709
45.4566,10709.3
45.4861,10709.5
45.5157,10709.8
45.5452,10710.1
45.5747,10710.2
45.6042,10710.3
45.6338,10710.5
45.6633,10710.6
45.6928,10710.7
45.7223,10710.7
45.7518,10710.7
45.7814,10710.7
45.8109,10710.7
45.8404,10710.6
45.8699,10710.6
45.8995,10710.5
45.929,10710.4
45.9585,10710.3
45.988,10710.2
46.0176,10710.1
46.0471,10710
46.0766,10710
46.1061,10709.9
46.1356,10709.9
46.1652,10709.9
46.1947,10710
46.2242,10710
46.2537,10710.1
46.2833,10710.2
46.3128,10710.3
46.3423,10710.6
46.3718,10710.8
46.4014,10711
46.4309,10711.3
46.4604,10711.5
46.4899,10711.8
46.5194,10712.1
46.549,10712.4
46.5785,10712.8
46.608,10713.1
46.6375,10713.4
46.6671,10713.7
46.6966,10714.1
46.7261,10714.4
46.7556,10714.8
46.7851,10715.1
46.8147,10715.4
46.8442,10715.8
46.8737,10716.1
46.9032,10716.5
46.9328,10716.8
46.9623,10717.1
46.9918,10717.4
47.0213,10717.7
